0, 50, 0.000278, 0.002950, 0.001334625, 0.00209007
0, 500, 0.000294, 0.028480, 0.01181, 0.0283188
0, 900, 0.000249, 0.045275, 0.01938775, 0.0282215
1, 50, 0.000505, 0.007946, 0.0035595, 0.0026642
1, 500, 0.000545, 0.058807, 0.027772125, 0.0304305
1, 900, 0.000536, 0.089874, 0.041575, 0.039366
2, 50, 0.003768, 0.007982, 0.005432375, 0.004448
2, 500, 0.028409, 0.057740, 0.044099125, 0.014475
2, 900, 0.047577, 0.072380, 0.0564625, 0.015957
